1,4,3,2,5,7,6,  12,13,9,14,10,11,8,  77
1,4,6,2,3,12,7,  13,11,10,9,14,8,5,  70
1,4,6,5,7,3,2,  11,14,8,12,9,10,13,  77
1,4,6,8,11,3,2,  10,14,7,12,5,9,13,  70
1,4,6,12,7,3,2,  14,10,11,8,5,13,9,  70
1,4,7,12,6,2,3,  13,11,10,8,5,14,9,  70
1,4,8,12,5,2,3,  13,11,10,7,6,14,9,  70
1,4,8,12,5,3,2,  14,10,11,6,7,13,9,  70
1,4,12,8,5,3,2,  10,14,7,6,11,9,13,  70
1,5,3,6,13,12,2,  14,9,10,11,7,4,8,  63
1,5,3,7,13,11,9,  10,12,6,14,2,8,4,  56
1,5,4,2,7,6,3,  12,13,8,14,10,9,11,  77
1,5,4,2,7,12,11,  10,13,6,14,8,9,3,  63
1,5,4,9,14,6,3,  11,12,7,13,2,8,10,  63
1,5,6,7,4,2,3,  13,12,9,11,8,14,10,  77
1,5,7,6,3,2,4,  12,13,8,11,9,14,10,  77
1,5,10,14,7,2,3,  12,11,8,6,4,13,9,  63
1,5,10,14,12,13,8,  11,9,7,4,3,6,2,  42
1,5,11,6,3,14,9,  12,10,8,4,13,7,2,  56
1,5,11,9,4,13,6,  14,8,10,2,12,7,3,  56
1,5,11,9,7,13,3,  14,8,10,2,12,4,6,  56
1,5,11,13,3,7,9,  12,10,8,4,6,14,2,  56
1,5,13,7,2,9,12,  8,14,4,6,10,11,3,  56
1,5,13,7,11,9,3,  8,14,4,6,10,2,12,  56
1,5,14,7,2,11,9,  10,12,6,3,13,8,4,  56
1,6,4,3,7,5,2,  13,12,8,14,9,10,11,  77
1,6,7,5,2,3,4,  13,12,8,11,10,14,9,  77
1,6,11,10,14,12,9,  7,13,2,8,3,4,5,  42
1,6,11,12,10,13,3,  14,7,9,2,8,4,5,  49
1,6,13,4,9,11,5,  8,14,3,7,12,2,10,  56
1,6,14,10,4,9,12,  8,13,3,5,7,11,2,  49
1,6,14,12,9,10,11,  7,13,2,5,4,8,3,  42
1,7,3,5,11,13,9,  12,10,6,14,4,8,2,  56
1,7,5,3,9,13,11,  10,12,4,14,6,8,2,  56
1,7,6,4,8,11,12,  9,13,3,14,5,10,2,  56
1,7,6,5,4,3,2,  14,11,8,12,9,13,10,  77
1,7,6,5,8,10,12,  9,13,3,14,4,11,2,  56
1,7,11,9,13,5,3,  8,14,2,10,4,6,12,  56
1,7,12,3,2,6,4,  11,13,5,8,14,9,10,  70
1,7,14,13,4,8,9,  11,10,5,3,6,12,2,  49
1,8,5,7,9,3,2,  13,11,6,14,4,12,10,  70
1,8,7,5,9,3,2,  11,13,4,14,6,10,12,  70
1,8,9,5,6,2,4,  10,14,3,13,7,12,11,  70
1,8,13,4,6,14,10,  9,12,2,7,11,5,3,  49
1,8,13,12,14,10,5,  9,11,2,6,3,4,7,  42
1,8,13,14,12,6,2,  11,10,4,5,3,7,9,  49
1,8,14,6,7,11,2,  12,10,5,4,13,3,9,  56
1,9,7,3,13,11,5,  10,12,2,14,6,4,8,  56
1,9,8,4,13,14,7,  10,11,2,12,6,3,5,  49
1,9,11,2,7,14,5,  12,10,4,8,13,3,6,  56
1,9,11,13,7,3,5,  12,10,4,8,2,14,6,  56
1,9,12,11,4,2,3,  13,10,5,7,6,14,8,  63
1,9,12,14,10,11,6,  13,7,5,4,3,8,2,  42
1,9,13,11,5,3,7,  10,12,2,8,4,14,6,  56
1,9,14,3,6,11,5,  10,12,2,7,13,4,8,  56
1,9,14,4,5,6,3,  10,13,2,8,12,7,11,  63
1,10,14,6,4,13,8,  12,9,3,5,11,7,2,  49
1,11,7,5,13,9,3,  12,10,2,14,4,6,8,  56
1,11,10,9,12,14,6,  13,7,3,8,4,5,2,  42
1,11,12,7,2,4,5,  13,10,3,9,8,14,6,  63
1,11,13,9,3,5,7,  12,10,2,8,6,14,4,  56
1,12,9,2,7,13,5,  14,8,3,11,10,6,4,  56
1,12,9,4,10,14,6,  13,8,2,11,7,5,3,  49
1,12,9,8,13,11,2,  14,7,3,10,4,5,6,  49
1,12,10,8,5,6,7,  13,9,2,11,4,14,3,  56
1,12,11,8,4,6,7,  13,9,2,10,5,14,3,  56
1,13,10,4,5,6,3,  14,9,2,12,8,11,7,  63
1,13,11,9,7,5,3,  14,8,2,10,4,12,6,  56
